numbers,valid,location
(697) 827-1688,False,n/a
(655) 653-2688,False,n/a
(358) 627-1847,False,n/a
(313) 868-6198,True,Michigan
(314) 806-2201,True,Missouri
(958) 383-3350,False,n/a
(637) 423-4591,False,n/a
(525) 315-7001,False,n/a
(554) 398-6143,False,n/a
(525) 214-4615,False,n/a
(250) 317-2096,True,British Columbia
(276) 623-7194,True,Virginia
(362) 460-1998,False,n/a
(861) 251-4218,False,n/a
(477) 393-2819,False,n/a
(693) 399-0981,False,n/a
(344) 657-3240,False,n/a
(606) 227-8087,True,Kentucky
(929) 435-8692,True,New York
(951) 216-4705,True,California
(549) 282-7494,False,n/a
(418) 296-0766,True,Quebec
(989) 757-9363,True,Michigan
(367) 604-4052,False,n/a
(973) 791-4828,True,New Jersey
(914) 714-5642,True,New York
(784) 392-8041,False,n/a
(685) 590-5210,False,n/a
(735) 200-7311,False,n/a
(618) 384-8309,True,Illinois
(677) 982-6731,False,n/a
(801) 397-1913,True,Utah
(764) 821-3403,False,n/a
(561) 795-6388,True,Florida
(794) 317-0854,False,n/a
(551) 672-2792,True,New Jersey
(628) 862-0139,True,California
(625) 983-3653,False,n/a
(555) 603-1716,False,n/a
(313) 950-5801,True,Michigan
(847) 857-7461,True,Illinois
(626) 206-3415,True,California
(656) 659-5526,False,n/a
(918) 216-0691,True,Oklahoma
(762) 993-5764,True,Georgia
(615) 981-6043,True,Tennessee
(868) 710-9987,True,n/a
(961) 207-1622,False,n/a
(276) 788-9801,True,Virginia
(556) 427-8650,False,n/a
(372) 622-0849,False,n/a
(389) 364-6601,False,n/a
(532) 677-0965,False,n/a
(651) 808-4704,True,Minnesota
(291) 420-9344,False,n/a
(849) 925-8758,True,n/a
(726) 730-4643,True,"San Antonio, TX"
(671) 383-8383,False,n/a
(234) 723-3840,True,Ohio
(782) 953-9084,True,Nova Scotia/Prince Edward Island
(608) 916-3953,True,Wisconsin
(735) 713-9768,False,n/a
(461) 947-5116,False,n/a
(342) 926-7207,False,n/a
(989) 613-9129,True,Michigan
(481) 998-2871,False,n/a
(402) 953-6001,True,Nebraska
(376) 837-2372,False,n/a
(259) 595-2151,False,n/a
(212) 517-3624,True,"New York, NY"
(314) 404-6070,True,Missouri
(281) 903-4622,True,Texas
(329) 225-3972,False,n/a
(401) 716-0542,True,Rhode Island
(550) 389-6930,False,n/a
(240) 509-2405,True,Maryland
(329) 948-9225,False,n/a
(902) 810-7059,True,Nova Scotia/Prince Edward Island
(833) 467-3500,True,n/a
(231) 351-2339,True,Michigan
(740) 898-4047,True,Ohio
(263) 530-1414,False,n/a
(492) 463-3555,False,n/a
(398) 691-4073,False,n/a
(755) 458-2856,False,n/a
(473) 654-7444,False,n/a
(646) 498-1295,True,New York
(445) 239-2654,True,Philadelphia
(359) 795-7956,False,n/a
(603) 891-3736,True,New Hampshire
(674) 670-5277,False,n/a
(270) 481-4869,True,Kentucky
(971) 294-0154,True,Oregon
(800) 695-7136,True,n/a
(406) 917-3268,True,Montana
(332) 381-8790,True,"New York, NY"
(307) 384-4624,True,Wyoming
(861) 446-0644,False,n/a
(514) 553-1977,True,Quebec
(874) 253-7883,False,n/a
(895) 969-7586,False,n/a
(506) 782-1487,True,New Brunswick
(376) 372-0063,False,n/a
(446) 288-8015,False,n/a
(204) 278-0959,True,Manitoba
(454) 794-8514,False,n/a
(766) 359-5472,False,n/a
(263) 550-9251,False,n/a
(821) 527-4662,False,n/a
(505) 631-3568,True,New Mexico
(227) 345-4473,False,n/a
(372) 919-3502,False,n/a
(777) 882-0717,False,n/a
(288) 951-7574,False,n/a
(545) 508-5552,False,n/a
(495) 604-3347,False,n/a
(828) 944-6341,True,North Carolina
(950) 496-9913,False,n/a
(206) 680-3680,True,Washington State
(780) 747-7338,True,Alberta
(679) 888-9021,False,n/a
(630) 319-2570,True,Illinois
(411) 462-6966,False,n/a
(736) 981-0685,False,n/a
(264) 936-0034,False,n/a
(282) 864-0641,False,n/a
(982) 597-6503,False,n/a
(674) 939-9277,False,n/a
(827) 920-1209,False,n/a
(264) 310-6526,False,n/a
(374) 886-5670,False,n/a
(201) 314-0025,True,New Jersey
(694) 900-4785,False,n/a
(325) 555-3628,True,Texas
(907) 799-2485,True,Alaska
(416) 374-6020,True,Ontario
(670) 313-0543,False,n/a
(460) 920-0846,False,n/a
(731) 582-8371,True,Tennessee
(551) 879-0117,True,New Jersey
(605) 915-0673,True,South Dakota
(568) 400-2302,False,n/a
(686) 479-3627,False,n/a
(682) 513-1052,True,Texas
(480) 718-4569,True,Arizona
(376) 677-8819,False,n/a
(217) 472-5974,True,Illinois
(859) 283-0279,True,Kentucky
(538) 924-3745,False,n/a
(322) 955-6112,False,n/a
(619) 374-4284,True,California
(647) 367-0488,True,Ontario
(850) 303-5629,True,Florida
(975) 362-0764,False,n/a
(738) 536-0784,False,n/a
(831) 281-7281,True,California
(815) 449-5918,True,Illinois
(296) 904-9724,False,n/a
(367) 809-8463,False,n/a
(402) 851-8141,True,Nebraska
(912) 481-0684,True,Georgia
(951) 637-3040,True,California
(836) 530-0389,False,n/a
(457) 625-9551,False,n/a
(620) 885-3151,True,Kansas
(783) 539-9551,False,n/a
(455) 878-8635,False,n/a
(776) 501-9105,False,n/a
(864) 734-4609,True,South Carolina
(997) 243-5232,False,n/a
(887) 909-3616,False,n/a
(868) 206-6870,False,n/a
(399) 489-6566,False,n/a
(610) 237-1443,True,Pennsylvania
(555) 766-2117,False,n/a
(838) 345-0127,True,New York
(373) 994-7962,False,n/a
(461) 995-5822,False,n/a
(980) 952-5309,True,North Carolina
(948) 331-7431,False,n/a
(378) 583-8080,False,n/a
(414) 701-9102,True,Wisconsin
(560) 719-2522,False,n/a
(280) 937-0146,False,n/a
(461) 810-3750,False,n/a
(616) 970-1198,True,Michigan
(821) 608-4246,False,n/a
(269) 983-0441,True,Michigan
(983) 301-6616,False,n/a
(664) 410-1550,False,n/a
(201) 671-7955,True,New Jersey
(364) 619-5023,True,Kentucky
(399) 383-1080,False,n/a
(864) 582-5905,True,South Carolina
(927) 815-6356,False,n/a
(741) 209-3466,False,n/a
(406) 892-7087,True,Montana
(390) 771-5044,False,n/a
(519) 694-7577,True,Ontario
(999) 481-3050,False,n/a
(829) 544-5751,True,n/a
(612) 565-2654,True,Minnesota
(971) 307-6592,True,Oregon
(253) 882-7840,True,Washington State
(867) 557-7869,True,Northwest Territories/Nunavut/Yukon
(240) 816-8141,True,Maryland
(634) 315-8576,False,n/a
(436) 290-2321,False,n/a
(846) 790-7530,False,n/a
(603) 422-0951,True,New Hampshire
(357) 443-6621,False,n/a
(459) 695-2553,False,n/a
(237) 750-2777,False,n/a
(780) 588-4484,True,Alberta
(485) 568-4734,False,n/a
(366) 996-6484,False,n/a
(572) 232-0111,False,n/a
(728) 286-5652,False,n/a
(982) 384-5292,False,n/a
(987) 892-4946,False,n/a
(673) 717-6906,False,n/a
(472) 335-9135,False,n/a
(454) 462-4111,False,n/a
(381) 439-5548,False,n/a
(300) 314-3582,False,n/a
(340) 505-5994,False,n/a
(295) 888-2823,False,n/a
(455) 681-1912,False,n/a
(368) 531-6789,False,n/a
(431) 548-6529,True,Manitoba
(273) 416-5995,False,n/a
(467) 494-8848,False,n/a
(776) 443-9346,False,n/a
(817) 605-3501,True,Texas
(309) 465-5946,True,Illinois
(816) 661-5531,True,Missouri
(543) 829-1345,False,n/a
(585) 511-4706,True,New York
(808) 246-3067,True,Hawaii
(956) 694-5726,True,Texas
(885) 583-6414,False,n/a
(908) 389-8376,True,New Jersey
(748) 421-4874,False,n/a
(655) 584-1519,False,n/a
(718) 281-0180,True,n/a
(277) 317-1202,False,n/a
(494) 316-2826,False,n/a
(398) 856-5982,False,n/a
(448) 347-4118,False,n/a
(615) 324-4426,True,Tennessee
(769) 752-0779,True,Mississippi
(862) 356-9680,True,New Jersey
(704) 379-5023,True,North Carolina
(628) 224-9155,True,California
(643) 610-3554,False,n/a
(721) 546-8442,True,n/a
(446) 606-2907,False,n/a
(736) 419-4387,False,n/a
(273) 378-4745,False,n/a
(503) 485-4640,True,Oregon
(686) 521-9688,False,n/a
(457) 671-4933,False,n/a
(678) 984-4691,True,Georgia
(862) 567-3831,True,New Jersey
(417) 347-7867,True,Missouri
(926) 780-1424,False,n/a
(775) 662-2803,True,Nevada
(802) 375-1581,True,Vermont
(312) 630-1250,True,"Chicago, IL"
(336) 381-2327,True,North Carolina
(347) 825-1291,True,New York
(756) 726-5343,False,n/a
(254) 521-3281,True,Texas
(855) 869-4932,True,n/a
(286) 616-0089,False,n/a
(240) 904-2817,True,Maryland
(782) 897-2338,True,Nova Scotia/Prince Edward Island
(584) 220-4941,False,n/a
(544) 339-6645,True,n/a
(625) 502-8934,False,n/a
(696) 749-6797,False,n/a
(538) 628-7929,False,n/a
(729) 208-6365,False,n/a
(831) 614-2783,True,California
(598) 485-0660,False,n/a
(703) 844-4035,True,Virginia
(912) 997-2929,True,Georgia
(603) 893-7543,True,New Hampshire
(263) 335-3651,False,n/a
(410) 502-5122,True,Maryland
(839) 292-8640,False,n/a
(540) 853-4425,True,Virginia
(898) 691-7502,False,n/a
(377) 409-0791,False,n/a
(411) 482-4100,False,n/a
(559) 544-8616,True,California
(472) 609-7585,False,n/a
(463) 557-2334,True,Indiana
(835) 726-2228,False,n/a
(992) 342-2593,False,n/a
(986) 807-9854,True,Idaho
(871) 570-1629,False,n/a
(599) 897-2058,False,n/a
(379) 559-0659,False,n/a
(541) 955-9058,True,Oregon
(799) 744-1337,False,n/a
(980) 951-1208,True,North Carolina
(628) 569-9082,True,California
(432) 613-8357,True,Texas
(636) 874-4417,True,Missouri
(773) 989-4567,True,"Chicago, IL"
(889) 362-8565,False,n/a
(675) 904-0586,False,n/a
(994) 330-7136,False,n/a
(625) 800-3862,False,n/a
(385) 697-1599,True,Utah
(290) 374-2439,False,n/a
(915) 364-9454,True,Texas
(773) 274-3564,True,"Chicago, IL"
(462) 897-3252,False,n/a
(461) 314-9409,False,n/a
(561) 861-1085,True,Florida
(201) 452-5801,True,New Jersey
(586) 671-5234,True,Michigan
(378) 880-6607,False,n/a
(364) 408-1472,True,Kentucky
(997) 246-9207,False,n/a
(359) 990-9321,False,n/a
(482) 859-3850,False,n/a
(447) 269-3013,False,n/a
(726) 558-1818,True,"San Antonio, TX"
(283) 784-1468,True,Ohio
(726) 750-5650,True,"San Antonio, TX"
(500) 941-3243,True,n/a
(597) 574-7060,False,n/a
(492) 954-6040,False,n/a
(993) 270-6139,False,n/a
(220) 469-6879,True,Ohio
(791) 533-4469,False,n/a
(694) 677-9495,False,n/a
(679) 696-8836,False,n/a
(623) 621-5493,True,Arizona
(557) 750-7134,False,n/a
(591) 592-8518,False,n/a
(248) 365-1150,True,Michigan
(498) 934-2269,False,n/a
(593) 934-8392,False,n/a
(840) 568-1237,False,n/a
(303) 766-5988,True,Colorado
(411) 417-8897,False,n/a
(304) 560-3999,True,West Virginia
(424) 763-1878,True,California
(236) 606-4672,True,British Columbia
(920) 309-0938,True,Wisconsin
(605) 201-2388,True,South Dakota
(627) 588-1838,False,n/a
(255) 263-6487,False,n/a
(895) 288-9073,False,n/a
(489) 908-5297,False,n/a
(682) 816-2096,True,Texas
(535) 589-5154,False,n/a
(447) 740-3672,False,n/a
(517) 523-8472,True,Michigan
(590) 640-7770,False,n/a
(303) 801-7027,True,Colorado
(402) 431-8547,True,Nebraska
(242) 727-6129,True,n/a
(545) 537-0073,False,n/a
(979) 461-2035,True,Texas
(663) 880-5621,False,n/a
(901) 448-4207,True,Tennessee
(406) 338-7990,True,Montana
(935) 318-1082,False,n/a
(839) 397-5983,False,n/a
(594) 451-9892,False,n/a
(720) 218-4198,True,Colorado
(333) 603-0304,False,n/a
(283) 805-8355,True,Ohio
(466) 317-9996,False,n/a
(272) 738-2968,True,Pennsylvania
(516) 233-9983,True,New York
(700) 451-6666,False,n/a
(259) 941-5487,False,n/a
(663) 946-3332,False,n/a
(704) 302-3295,True,North Carolina
(921) 905-9496,False,n/a
(916) 358-7624,True,California
(982) 215-6086,False,n/a
(217) 501-5714,True,Illinois
(344) 948-2019,False,n/a
(990) 944-3386,False,n/a
(942) 336-7411,False,n/a
(582) 624-1323,False,n/a
(465) 305-4081,False,n/a
(781) 339-5044,True,Massachusetts
(278) 808-0162,False,n/a
(384) 202-3757,False,n/a
(634) 948-1779,False,n/a
(339) 886-3276,True,Massachusetts
(562) 628-1995,True,California
(320) 297-3154,True,Minnesota
(865) 475-0803,True,Tennessee
(884) 205-2958,False,n/a
(363) 863-2048,False,n/a
(469) 430-6029,True,Texas
(834) 533-4602,False,n/a
(210) 604-0175,True,"San Antonio, TX"
(836) 952-7762,False,n/a
(627) 270-2604,False,n/a
(599) 373-5151,False,n/a
(276) 291-8433,True,Virginia
(472) 312-7046,False,n/a
(371) 959-6202,False,n/a
(783) 734-6886,False,n/a
(799) 201-1973,False,n/a
(661) 768-1901,True,California
(636) 813-5201,True,Missouri
(764) 824-3082,False,n/a
(708) 834-2201,True,Illinois
(297) 357-0515,False,n/a
(928) 801-1715,True,Arizona
(443) 290-5994,True,Maryland
(940) 461-3977,True,Texas
(771) 575-9726,False,n/a
(372) 963-1489,False,n/a
(307) 204-9578,True,Wyoming
(467) 320-3120,False,n/a
(590) 834-5459,False,n/a
(344) 850-4705,False,n/a
(492) 388-4528,False,n/a
(311) 875-9145,False,n/a
(962) 751-0015,False,n/a
(246) 209-7719,False,n/a
(347) 592-6070,True,New York
(914) 920-7002,True,New York
(907) 724-7519,True,Alaska
(279) 396-2937,True,California
(344) 872-1117,False,n/a
(623) 760-4366,True,Arizona
(830) 982-2621,True,Texas
(534) 808-2607,True,Wisconsin
(829) 698-7703,True,n/a
(343) 258-9179,True,Ontario
(930) 876-1527,True,Indiana
(677) 746-6321,False,n/a
(836) 680-3923,False,n/a
(952) 256-4999,True,Minnesota
(368) 453-4315,False,n/a
(522) 415-9642,True,n/a
(402) 495-6847,True,Nebraska
(956) 753-5399,True,Texas
(416) 615-8533,True,Ontario
(826) 244-8210,False,n/a
(585) 678-5524,True,New York
(912) 395-8794,True,Georgia
(443) 500-7385,True,Maryland
(529) 482-3740,False,n/a
(763) 301-9043,True,Minnesota
(873) 385-8281,True,Quebec
(674) 535-4898,False,n/a
(740) 624-0625,True,Ohio
(881) 922-5366,False,n/a
(420) 576-9858,False,n/a
(265) 970-3953,False,n/a
(939) 531-1732,True,n/a
(688) 889-4330,False,n/a
(591) 749-2121,False,n/a
(854) 976-0846,True,Ohio
(958) 511-0791,False,n/a
(709) 594-5026,True,Newfoundland and Labrador
(829) 475-6583,True,n/a
(959) 793-0174,True,Connecticut
(343) 320-3920,True,Ontario
(635) 880-1513,False,n/a
(592) 957-5760,False,n/a
(903) 860-2411,True,Texas
(851) 589-0340,False,n/a
(767) 419-4080,False,n/a
(684) 778-8719,False,n/a
(214) 336-5788,True,Texas
(471) 520-3082,False,n/a
(689) 997-8873,True,Florida
(655) 692-0718,False,n/a
(648) 260-5593,False,n/a
(377) 842-9737,False,n/a
(808) 876-3691,True,Hawaii
(640) 769-1110,True,New Jersey
(872) 879-7895,True,"Chicago, IL"
(657) 758-8117,True,California
(452) 580-9235,False,n/a
(447) 899-8345,False,n/a
(879) 528-0154,False,n/a
(306) 391-0631,True,Saskatchewan
(903) 683-1719,True,Texas
(672) 810-1429,True,British Columbia
(771) 350-1404,False,n/a
(965) 269-1159,False,n/a
(593) 774-9572,False,n/a
(728) 449-7882,False,n/a
(889) 653-0621,False,n/a
(556) 694-6136,False,n/a
(693) 640-9859,False,n/a
(307) 317-9772,True,Wyoming
(839) 368-2130,False,n/a
(355) 306-6932,False,n/a
(640) 920-3024,True,New Jersey
(631) 470-6992,True,New York
(783) 677-1824,False,n/a
(811) 905-0595,False,n/a
(998) 606-0231,False,n/a
(885) 348-8041,False,n/a
(837) 647-8915,False,n/a
(702) 386-7655,True,Nevada
(357) 421-1057,False,n/a
(266) 925-6817,False,n/a
(278) 672-5803,False,n/a
(620) 820-0902,True,Kansas
(207) 676-0739,True,Maine
(529) 332-4561,False,n/a
(423) 774-5134,True,Tennessee
(663) 241-5274,False,n/a
(470) 971-9413,True,Georgia
(462) 863-6233,False,n/a
(855) 801-2283,True,n/a
(244) 938-8572,False,n/a
(215) 215-2632,True,Pennsylvania
(918) 892-0205,True,Oklahoma
(615) 418-5741,True,Tennessee
(834) 906-0366,False,n/a
(750) 564-5457,False,n/a
(532) 750-2484,False,n/a
(454) 252-1996,False,n/a
(575) 932-9966,True,New Mexico
(471) 637-9345,False,n/a
(283) 245-1761,True,Ohio
(349) 512-4699,False,n/a
(398) 262-9023,False,n/a
(675) 818-0782,False,n/a
(723) 222-2000,False,n/a
(468) 762-7985,False,n/a
(970) 382-8912,True,Colorado
(551) 878-2419,True,New Jersey
(602) 625-9485,True,Arizona
(265) 397-6997,False,n/a
(551) 787-0953,True,New Jersey
(201) 663-4221,True,New Jersey
(497) 927-5226,False,n/a
(911) 905-1153,False,n/a
(301) 675-7530,True,Maryland
(740) 417-6489,True,Ohio
(589) 968-8990,False,n/a
(483) 865-9509,False,n/a
(670) 936-9363,False,n/a
(849) 415-1927,True,n/a
(408) 272-7099,True,California
(289) 908-8828,True,Ontario
(224) 434-0250,True,Illinois
(300) 980-0905,False,n/a
(623) 352-6941,True,Arizona
(208) 681-4188,True,Idaho
(205) 845-0418,True,Alabama
(275) 944-4502,False,n/a
(282) 727-0752,False,n/a
(490) 871-9195,False,n/a
(600) 431-2146,True,n/a
(210) 754-7072,True,"San Antonio, TX"
(649) 542-2961,False,n/a
(671) 463-0407,False,n/a
(218) 932-0504,True,Minnesota
(237) 616-2440,False,n/a
(260) 260-5874,True,Indiana
(591) 831-4288,False,n/a
(690) 720-4583,False,n/a
(710) 556-2697,True,n/a
(704) 202-2708,True,North Carolina
(493) 886-5771,False,n/a
(339) 771-9662,True,Massachusetts
(587) 773-5858,True,Alberta
(732) 605-2288,True,New Jersey
(272) 246-4638,True,Pennsylvania
(650) 764-2933,True,California
(627) 763-3220,False,n/a
(966) 957-9435,False,n/a
(848) 374-5652,True,New Jersey
(904) 482-5267,True,Florida
(597) 723-6264,False,n/a
(513) 238-3014,True,Ohio
(846) 611-2442,False,n/a
(448) 374-9294,False,n/a
(947) 689-1419,True,Michigan
(851) 655-4530,False,n/a
(750) 667-4560,False,n/a
(579) 262-9649,True,Quebec
(835) 664-2576,False,n/a
(543) 934-6260,False,n/a
(607) 515-6890,True,New York
(739) 292-6519,False,n/a
(214) 459-9230,True,Texas
(513) 771-2137,True,Ohio
(446) 396-0771,False,n/a
(493) 316-0287,False,n/a
(698) 626-1850,False,n/a
(294) 839-1670,False,n/a
(972) 685-9690,True,Texas
(806) 527-1234,True,Texas
(449) 407-0521,False,n/a
(617) 775-0298,True,Massachusetts
(802) 784-0756,True,Vermont
(366) 719-3290,False,n/a
(598) 457-0792,False,n/a
(462) 287-3519,False,n/a
(330) 911-6969,True,Ohio
(570) 591-3115,True,Pennsylvania
(744) 255-9498,False,n/a
(647) 564-6944,True,Ontario
(886) 594-9080,False,n/a
(571) 574-0696,True,Virginia
(343) 334-0326,True,Ontario
(953) 539-6804,False,n/a
(478) 459-8496,True,Georgia
(354) 426-2191,False,n/a
(342) 641-0900,False,n/a
(871) 306-2825,False,n/a
(215) 287-2217,True,Pennsylvania
(457) 576-0992,False,n/a
(804) 827-4399,True,Virginia
(706) 895-1547,True,Georgia
(993) 212-6034,False,n/a
(950) 806-4494,False,n/a
(826) 224-0914,False,n/a
(491) 465-2987,False,n/a
(446) 798-5554,False,n/a
(540) 787-8165,True,Virginia
(525) 731-5792,False,n/a
(249) 216-5960,True,Ontario
(860) 326-6877,True,Connecticut
(812) 800-4056,True,Indiana
(404) 553-8046,True,Georgia
(992) 406-9171,False,n/a
(519) 889-5299,True,Ontario
(326) 541-7220,False,n/a
(278) 910-7196,False,n/a
(926) 770-9897,False,n/a
(247) 955-5382,False,n/a
(654) 970-5184,False,n/a
(674) 896-3811,False,n/a
(468) 588-3588,False,n/a
(388) 448-6640,False,n/a
(709) 706-1654,True,Newfoundland and Labrador
(390) 986-7800,False,n/a
(855) 861-5229,True,n/a
(773) 602-5651,True,"Chicago, IL"
(353) 687-3145,False,n/a
(528) 820-6946,False,n/a
(785) 807-1881,True,Kansas
(547) 548-8647,False,n/a
(663) 684-2554,False,n/a
(852) 945-7964,False,n/a
(478) 740-2210,True,Georgia
(285) 979-8698,False,n/a
(620) 386-6601,True,Kansas
(607) 622-8499,True,New York
(379) 470-7671,False,n/a
(612) 382-7015,True,Minnesota
(406) 602-7348,True,Montana
(523) 883-1264,False,n/a
(496) 321-1388,False,n/a
(231) 839-2957,True,Michigan
(207) 900-1514,True,Maine
(564) 371-5946,True,Washington State
(585) 225-6726,True,New York
(965) 237-9828,False,n/a
(504) 538-0494,True,Louisiana
(979) 589-4021,True,Texas
(957) 536-0883,False,n/a
(914) 226-1901,True,New York
(975) 319-2538,False,n/a
(690) 651-8765,False,n/a
(825) 300-4135,True,Alberta
(804) 243-6480,True,Virginia
(908) 318-2286,True,New Jersey
(627) 942-1703,False,n/a
(629) 434-1937,True,Tennessee
(911) 919-4005,False,n/a
(408) 268-5543,True,California
(435) 349-8053,True,Utah
(414) 315-8823,True,Wisconsin
(797) 742-2347,False,n/a
(483) 532-0928,False,n/a
(989) 592-6127,True,Michigan
(579) 443-1624,True,Quebec
(589) 465-5718,False,n/a
(648) 774-5150,False,n/a
(799) 578-1285,False,n/a
(748) 340-2668,False,n/a
(927) 759-7333,False,n/a
(921) 909-5639,False,n/a
(797) 536-2522,False,n/a
(930) 811-4499,True,Indiana
(349) 889-1039,False,n/a
(456) 249-1726,False,n/a
(234) 714-0264,True,Ohio
(903) 808-8654,True,Texas
(364) 200-5729,True,Kentucky
(908) 659-8595,True,New Jersey
(483) 297-4197,False,n/a
(264) 255-3545,False,n/a
(440) 350-1735,True,Ohio
(299) 333-7569,False,n/a
(840) 363-0220,False,n/a
(970) 996-3756,True,Colorado
(704) 309-6494,True,North Carolina
(835) 313-4248,False,n/a
(316) 353-5871,True,Kansas
(567) 449-7699,True,Ohio
(432) 647-5578,True,Texas
(466) 952-6316,False,n/a
(491) 364-6406,False,n/a
(814) 863-9956,True,Pennsylvania
(852) 450-0094,False,n/a
(874) 637-1702,False,n/a
(217) 783-3727,True,Illinois
(804) 439-7042,True,Virginia
(604) 935-9280,True,British Columbia
(523) 639-9732,False,n/a
(544) 831-1288,True,n/a
(664) 598-4113,False,n/a
(240) 592-1013,True,Maryland
(408) 571-3692,True,California
(945) 597-4386,False,n/a
(610) 734-9396,True,Pennsylvania
(203) 867-8682,True,Connecticut
(630) 491-2082,True,Illinois
(375) 576-8963,False,n/a
(497) 944-1870,False,n/a
(823) 307-8967,False,n/a
(207) 266-7240,True,Maine
(370) 784-9562,False,n/a
(448) 918-8176,False,n/a
(702) 822-9097,True,Nevada
(440) 451-2966,True,Ohio
(835) 979-4986,False,n/a
(976) 597-8559,False,n/a
(573) 275-4836,True,Missouri
(633) 585-2474,False,n/a
(398) 212-6198,False,n/a
(548) 725-0783,True,Ontario
(979) 314-8473,True,Texas
(451) 438-3509,False,n/a
(305) 815-8620,True,Florida
(472) 431-5072,False,n/a
(445) 628-2219,True,Philadelphia
(711) 645-5624,False,n/a
(917) 588-6688,True,New York
(851) 425-3835,False,n/a
(903) 867-9483,True,Texas
(449) 274-6006,False,n/a
(451) 628-5673,False,n/a
(589) 630-0083,False,n/a
(200) 468-4185,False,n/a
(835) 457-6495,False,n/a
(718) 654-2817,True,New York
(918) 361-8794,True,Oklahoma
(231) 487-2161,True,Michigan
(697) 725-4181,False,n/a
(437) 973-4029,True,Ontario
(899) 656-5387,False,n/a
(732) 423-0531,True,New Jersey
(727) 279-2627,True,Florida
(377) 394-2796,False,n/a
(612) 829-2131,True,Minnesota
(842) 480-5310,False,n/a
(438) 613-7750,True,Quebec
(385) 203-5641,True,Utah
(957) 634-8587,False,n/a
(606) 241-9412,True,Kentucky
(816) 574-1557,True,Missouri
(674) 512-2327,False,n/a
(470) 697-3920,True,Georgia
(486) 289-5711,False,n/a
(735) 529-4487,False,n/a
(875) 556-0166,False,n/a
(738) 456-3381,False,n/a
(526) 958-9308,False,n/a
(814) 775-2177,True,Pennsylvania
(530) 935-9643,True,California
(503) 576-8573,True,Oregon
(670) 470-8913,False,n/a
(584) 955-2120,False,n/a
(960) 473-6856,False,n/a
(776) 591-4886,False,n/a
(526) 963-8940,False,n/a
(268) 511-0985,False,n/a
(865) 810-8391,True,Tennessee
(754) 568-3998,True,Florida
(703) 847-9684,True,Virginia
(895) 347-7921,False,n/a
(403) 873-6843,True,Alberta
(297) 997-9436,False,n/a
(716) 413-5245,True,New York
(471) 933-9292,False,n/a
(204) 571-8652,True,Manitoba
(428) 873-8558,False,n/a
(453) 535-7158,False,n/a
(773) 340-7469,True,"Chicago, IL"
(302) 801-7301,True,Delaware
(550) 677-5591,False,n/a
(721) 639-8247,False,n/a
(399) 431-8326,False,n/a
(324) 459-7776,False,n/a
(239) 643-6607,True,Florida
(485) 440-4918,False,n/a
(509) 381-7357,True,Washington State
(696) 414-5952,False,n/a
(979) 399-5035,True,Texas
(897) 540-1641,False,n/a
(514) 796-8469,True,Quebec
(353) 325-7219,False,n/a
(968) 814-3366,False,n/a
(844) 993-0013,True,n/a
(876) 455-0248,True,n/a
(717) 223-8363,True,Pennsylvania
(305) 454-3510,True,Florida
(984) 807-2997,True,North Carolina
(940) 942-6793,True,Texas
(323) 871-1194,True,California
(607) 217-1344,True,New York
(741) 623-8198,False,n/a
(939) 579-5515,True,n/a
(669) 347-9966,True,California
(593) 768-7905,False,n/a
(723) 474-0112,False,n/a
(972) 894-6931,True,Texas
(944) 798-9877,False,n/a
(565) 666-9111,False,n/a
(302) 849-7397,True,Delaware
(658) 794-8555,True,n/a
(306) 708-2660,True,Saskatchewan
(289) 238-7626,True,Ontario
(587) 422-2602,True,Alberta
(761) 593-8689,False,n/a
(930) 994-3939,True,Indiana
(614) 203-4141,True,Ohio
(529) 664-3052,False,n/a
(880) 686-3336,False,n/a
(212) 773-4722,True,"New York, NY"
(228) 373-2564,True,Mississippi
(828) 955-5398,True,North Carolina
(758) 665-7471,False,n/a
(453) 354-2545,False,n/a
(328) 413-3086,False,n/a
(627) 689-8639,False,n/a
(311) 291-4292,False,n/a
(976) 421-0573,False,n/a
(920) 891-3565,True,Wisconsin
(899) 387-6334,False,n/a
(711) 832-1701,False,n/a
(484) 292-9984,True,Pennsylvania
(332) 235-2159,True,"New York, NY"
(822) 220-8047,False,n/a
(389) 346-4325,False,n/a
(813) 901-7586,True,Florida
(673) 878-8376,False,n/a
(657) 306-7263,True,California
(857) 407-3394,True,Massachusetts
(923) 521-2701,False,n/a
(367) 689-3684,False,n/a
(416) 612-3077,True,Ontario
(254) 604-5253,True,Texas
(352) 744-4619,True,Florida
(479) 660-6499,True,Arkansas
(533) 391-2164,True,n/a
(443) 609-3428,True,Maryland
(930) 671-0033,True,Indiana
(598) 358-9760,False,n/a
(727) 443-1313,True,Florida
(408) 583-8590,True,California
(832) 295-4091,True,Texas
(238) 980-2172,False,n/a
(461) 475-5614,False,n/a
(854) 715-5614,True,Ohio
(899) 785-9644,False,n/a
(885) 865-2247,False,n/a
(331) 250-6389,True,Illinois
(341) 858-1688,True,California
(223) 474-6673,True,Pennsylvania
(653) 457-8203,False,n/a
(981) 844-9843,False,n/a
(588) 431-0819,True,n/a
(628) 375-8949,True,California
(367) 375-7264,False,n/a
(756) 426-6703,False,n/a
(553) 528-0243,False,n/a
(246) 621-2689,True,n/a
(434) 239-4666,True,Virginia
(240) 798-5022,True,Maryland
(528) 211-1324,False,n/a
